name,calories,proteins,fats,carbs
Удильщик,68.0,14.8,1.0,0.0
"Улитка, сырая",90.0,16.1,1.4,2.0
Умбрина,103.0,17.9,3.5,0.0
"Усач, аральский",175.0,18.6,11.2,0.0
"Усач, каспийский",134.0,20.1,5.9,0.0
Устрица,72.0,9.0,2.0,4.5
"Устрица американская, дикая",51.0,5.71,1.71,2.72
"Устрица американская, дикая, приготовленная на жару",79.0,8.87,2.65,4.23
"Устрица американская, дикая, приготовленная на пару",102.0,11.42,3.42,5.45
"Устрица американская, консервированная",68.0,7.06,2.47,3.91
"Устрица американская, обжаренная в панировке",199.0,8.77,12.58,11.62
"Устрица американская, разведенная на ферме",59.0,5.22,1.55,5.53
"Устрица американская, разведенная на ферме, приготовленная на жару",79.0,7.0,2.12,7.28
"Устрица тихоокеанская, приготовленная на пару",163.0,18.9,4.6,9.9
"Устрица тихоокеанская, сырая",81.0,9.45,2.3,4.95
"Форель радужная, дикая",119.0,20.48,3.46,0.0
"Форель радужная, дикая, приготовленная на жару",150.0,22.92,5.82,0.0
"Форель радужная, разведенная на ферме",141.0,19.94,6.18,0.0
"Форель радужная, разведенная на ферме, приготовленная на жару",168.0,23.8,7.38,0.0
"Форель, все виды",148.0,20.77,6.61,0.0
"Форель, все виды, приготовленная на жару",190.0,26.63,8.47,0.0
"Фрикадельки из минтая, по 1-386",95.0,11.8,1.9,7.6
Хамса весенняя соленая,166.0,21.2,9.0,0.0
Хамса осенняя соленая,292.0,17.5,24.7,0.0
Хариус,112.0,20.6,3.3,0.0
Хек,86.0,16.6,2.2,0.0
"Хек припущенный, по 1-356",91.0,17.8,2.4,0.0
Чавыча,148.0,19.1,8.0,0.0
"Чавыча, копченая",117.0,18.28,4.32,0.0
"Чавыча, копченая (засоленная лососина), стандартная",117.0,18.28,4.32,0.0
"Чавыча, королевкий лосось, Аляска",187.0,20.25,11.73,0.0
"Чавыча, королевкий лосось, Аляска, копченая",266.0,30.7,15.9,0.0
"Чавыча, королевкий лосось, Аляска, копченая (smoked), консерв.",150.0,23.2,5.9,0.0
"Чавыча, королевкий лосось, Аляска, соленая",430.0,39.9,30.0,0.0
"Чавыча, приготовленная на жару",231.0,25.72,13.38,0.0
"Чавыча, сырая",179.0,19.93,10.43,0.0
"Черепаха зеленая, сырая",89.0,19.8,0.5,0.0
Чехонь,97.0,19.2,2.2,0.0
"Чир (щокур), енисейский",173.0,17.9,11.3,0.0
"Чир (щокур), обский",127.0,18.2,6.0,0.0
"Чукучан, приготовленный на жару",119.0,21.49,2.97,0.0
"Чукучан, сырой",92.0,16.76,2.32,0.0
"Шемая аральская, весенняя",105.0,19.4,3.0,0.0
"Шемая аральская, осенняя",138.0,18.4,7.2,0.0
"Шницель из окуня, по 1-380",215.0,17.6,12.5,8.1
Шпроты в масле. Консервы,363.0,17.4,32.4,0.0
Щука,84.0,18.4,1.1,0.0
Щука в томатном соусе. Консервы,110.0,14.2,4.0,3.1
"Щука обыкновенная, приготовленная на жару",113.0,24.69,0.88,0.0
"Щука обыкновенная, сырая",88.0,19.26,0.69,0.0
"Щука отварная, по 1-340",98.0,21.3,1.3,0.0
"Щука припущенная, по 1-348",90.0,19.6,1.2,0.0
"Щука фаршированная, по 1-362",141.0,13.3,6.0,8.4
Эпигонус чёрный дальневосточный (кардинал),172.0,16.5,11.8,0.0
Язык морской,88.0,10.3,5.2,0.0
Язь,117.0,19.0,4.5,0.0
"Язь в томатном соусе, консервы",128.0,12.9,6.3,5.3
"HORMEL ALWAYS TENDER, свинина, верхняя часть филе(без костей) с лимонно-чесночным ароматом",118.0,17.83,4.16,1.79
"HORMEL ALWAYS TENDER, свинина, свежая, верхняя часть филе с костью",167.0,18.74,9.62,0.84
"HORMEL ALWAYS TENDER, свинина, свежая, филе без костей",145.0,19.02,7.18,0.76
"HORMEL ALWAYS TENDER, свинина, средняя часть филе с араматом черного перца",110.0,17.21,3.8,1.82
"HORMEL ALWAYS TENDER, свинина, филе с ароматом терияки.",119.0,18.2,3.07,4.63
"HORMEL, бекон ""по- канадски",122.0,16.88,4.94,1.87
"HORMEL, свинина мокрого посола, ветчина",106.0,18.43,3.59,0.21
Бекон,393.0,13.66,37.13,0.0
"Бекон слабосолёный, приготовленный",541.0,37.04,41.78,1.43
"Бекон, жареный на сковороде",468.0,33.92,35.09,1.7
"Бекон, канадский",110.0,20.31,2.62,1.34
"Бекон, печеный",548.0,35.73,43.27,1.35
"Бекон, разогретый в микроволновой печи",476.0,39.01,34.12,0.48
"Ветчина в собственном соку, верхняя часть окорока на кости",200.0,19.7,13.26,0.43
"Ветчина в собственном соку, верхняя часть окорока на кости, запечённая",177.0,22.47,9.39,0.6
"Ветчина в собственном соку, верхняя часть окорока на кости, постное мясо",122.0,22.71,3.47,0.43
"Ветчина в собственном соку, верхняя часть окорока на кости, постное мясо, запечённая",137.0,24.14,4.25,0.48
"Ветчина в собственном соку, нарезаная по спирали, постное мясо",109.0,19.25,3.26,1.22
"Ветчина в собственном соку, нарезанная по спирали",129.0,18.66,5.75,1.18
"Ветчина в собственном соку, нарезанная по спирали, запечённая",139.0,22.18,5.1,1.06
"Ветчина в собственном соку, нарезанная по спирали, постное мясо, запечённая",126.0,22.56,3.78,1.08
"Ветчина в собственном соку, нарезка на кости",159.0,22.82,7.4,0.17
"Ветчина в собственном соку, нарезка на кости, жареная на сковороде",118.0,20.89,3.4,1.04
"Ветчина в собственном соку, нарезка на кости, постное мясо",123.0,24.34,2.87,0.0
"Ветчина в собственном соку, нарезка на кости, постное мясо, жареная на сковороде",150.0,27.75,4.38,0.0
"Ветчина в собственном соку, нарезка на кости,, обжаренная",180.0,26.18,8.28,0.17
"Ветчина в собственном соку, нарезка, постное мясо, жареная на сковороде",116.0,20.95,3.16,1.05
"Ветчина в собственном соку, окорок в целом",112.0,19.38,3.43,1.02
"Ветчина в собственном соку, окорок в целом, запечённая",114.0,20.54,3.13,0.84
"Ветчина в собственном соку, окорок в целом, постное мясо",111.0,19.44,3.21,1.03
"Ветчина в собственном соку, окорок в целом, постное мясо, запечённая",113.0,20.57,3.01,0.84
"Ветчина в собственном соку, рулька",191.0,22.35,11.11,0.32
"Ветчина в собственном соку, рулька, запечённая",191.0,22.88,10.93,0.33
"Ветчина в собственном соку, рулька, постное мясо",130.0,25.11,3.33,0.3
"Ветчина в собственном соку, рулька, постное мясо, запечённая",145.0,24.95,4.97,0.34
Ветчина консервированная,144.0,17.97,7.46,0.0
"Ветчина консервированная, запечённая",167.0,20.94,8.43,0.49
Ветчина маложирная,162.0,18.26,8.39,2.28
"Ветчина постная, нарезка на кости, жареная на сковороде",148.0,27.18,4.09,0.74
"Ветчина постная, около 4% жира, консервированная",120.0,18.49,4.56,0.0
"Ветчина постная, около 4% жира, консервированная, обжаренная",136.0,21.16,4.88,0.52
"Ветчина постная, около 5% жира, запечённая",145.0,20.93,5.53,1.5
"Ветчина постная, стейк",122.0,19.56,4.25,0.0
"Ветчина приготовленная с добавлением воды (более 10%), верхняя часть окорока на кости",179.0,16.09,12.13,1.35
"Ветчина приготовленная с добавлением воды (более 10%), верхняя часть окорока на кости, обжареная",186.0,19.46,11.48,1.15
"Ветчина приготовленная с добавлением воды (более 10%), верхняя часть окорока на кости, постное мясо",107.0,17.93,3.38,1.24
"Ветчина приготовленная с добавлением воды (более 10%), верхняя часть окорока на кости, постное мясо, обжаренная",131.0,21.28,4.7,1.15
"Ветчина приготовленная с добавлением воды (более 10%), нарезка без кости, жареная на сковороде",124.0,15.08,5.13,4.69
"Ветчина приготовленная с добавлением воды (более 10%), нарезка на кости",149.0,13.69,9.29,2.72
"Ветчина приготовленная с добавлением воды (более 10%), нарезка на кости, жареная на сковороде",155.0,19.85,7.78,1.41
"Ветчина приготовленная с добавлением воды (более 10%), нарезка на кости, постное мясо",103.0,14.47,3.78,2.82
"Ветчина приготовленная с добавлением воды (более 10%), нарезка на кости, постное мясо, жареная на сковороде",122.0,20.9,3.63,1.35
"Ветчина приготовленная с добавлением воды (более 10%), нарезка, постное мясо без кости, жареная на сковороде",123.0,15.09,5.06,4.69
"Ветчина приготовленная с добавлением воды (более 10%), окорок в целом, без кости",117.0,14.05,4.99,4.21
"Ветчина приготовленная с добавлением воды (более 10%), окорок в целом, без кости обжареная",123.0,13.88,5.46,4.61
"Ветчина приготовленная с добавлением воды (более 10%), окорок в целом, без кости, постное мясо",116.0,14.07,4.86,4.22
"Ветчина приготовленная с добавлением воды (более 10%), окорок в целом, без кости, постное мясо, обжаренная",123.0,13.88,5.46,4.61
"Ветчина приготовленная с добавлением воды (более 10%), постное мясо",113.0,17.53,4.18,1.2
"Ветчина приготовленная с добавлением воды (более 10%), рулька",243.0,14.28,20.0,1.42
"Ветчина приготовленная с добавлением воды (более 10%), рулька, обжареная",234.0,18.17,17.29,1.42
"Ветчина приготовленная с добавлением воды (более 10%), рулька, постное мясо, обжаренная",132.0,21.69,4.45,1.26
"Ветчина приготовленная с добавлением воды (не более 10%), верхняя часть окорока на кости",172.0,13.99,12.5,0.8
"Ветчина приготовленная с добавлением воды (не более 10%), верхняя часть окорока на кости, обжаренная",161.0,20.1,8.56,0.99
"Ветчина приготовленная с добавлением воды (не более 10%), верхняя часть окорока на кости, постное мясо",95.0,15.43,3.48,0.67
"Ветчина приготовленная с добавлением воды (не более 10%), верхняя часть окорока на кости, постное мясо, обжаренная",121.0,21.41,3.56,0.87
"Ветчина приготовленная с добавлением воды (не более 10%), нарезка без кости, жареная на сковороде",125.0,18.62,5.05,1.72
"Ветчина приготовленная с добавлением воды (не более 10%), нарезка без кости, обжареная",126.0,17.77,5.48,1.54
"Ветчина приготовленная с добавлением воды (не более 10%), нарезка без кости, постное мясо, жареная на сковороде",119.0,18.82,4.09,1.75
"Ветчина приготовленная с добавлением воды (не более 10%), нарезка на кости",164.0,15.73,10.77,1.1
"Ветчина приготовленная с добавлением воды (не более 10%), нарезка на кости, жареная на сковороде",166.0,20.8,8.73,1.54
"Ветчина приготовленная с добавлением воды (не более 10%), нарезка на кости, постное мясо",95.0,17.38,2.29,1.23
"Ветчина приготовленная с добавлением воды (не более 10%), нарезка на кости, постное мясо, жареная на сковороде",131.0,22.04,4.3,1.48
"Ветчина приготовленная с добавлением воды (не более 10%), окорок в целом без кости",121.0,17.06,5.38,1.42
"Ветчина приготовленная с добавлением воды (не более 10%), окорок в целом без кости, обжаренная",117.0,17.99,4.39,1.57
"Ветчина приготовленная с добавлением воды (не более 10%), окорок в целом без кости, постное мясо",110.0,17.34,3.97,1.45
"Ветчина приготовленная с добавлением воды (не более 10%), рулька",167.0,16.65,11.02,0.66
"Ветчина приготовленная с добавлением воды (не более 10%), рулька на кости, постное мясо",91.0,18.65,1.87,0.71
"Ветчина приготовленная с добавлением воды (не более 10%), рулька, запечённая",200.0,18.62,13.37,1.35
"Ветчина приготовленная с добавлением воды (не более 10%), рулька, постное мясо, обжаренная",128.0,20.92,4.43,1.2
Ветчина рубленая,315.0,12.78,28.19,1.69
"Ветчина слабосолёная, обезжиренная (около 5% жира), обжаренная",145.0,20.9,5.5,1.5
"Ветчина слабосолёная, постное мясо, обжаренная",165.0,22.0,7.7,0.5
"Ветчина слабосолёная, приготовленная",172.0,22.3,8.3,0.3
"Ветчина, верхняя часть окорока на кости",176.0,22.27,9.38,0.52
"Ветчина, верхняя часть окорока на кости, обжаренная",177.0,23.95,8.88,0.64
"Ветчина, верхняя часть окорока на кости, постное мясо",125.0,24.46,2.92,0.32
"Ветчина, верхняя часть окорока на кости, постное мясо, обжаренная",132.0,26.02,3.07,0.68
"Ветчина, жареная",165.0,21.97,7.66,0.5
"Ветчина, нарезка на кости",173.0,22.45,9.17,0.21
"Ветчина, нарезка на кости, жареная на сковороде",181.0,25.48,8.48,0.7
"Ветчина, нарезка на кости, постное мясо",130.0,24.36,3.59,0.0
"Ветчина, около 11% жира, запечённая",178.0,22.62,9.02,0.0
"Ветчина, около 13% жира, консервированная, запечённая",226.0,20.53,15.2,0.42
"Ветчина, окорок в целом",246.0,18.49,18.52,0.06
"Ветчина, окорок в целом, постное мясо",147.0,22.32,5.71,0.05
"Ветчина, окорок в целом, постное мясо, запечённая",157.0,25.05,5.5,0.0
"Ветчина, рулька",177.0,21.61,9.85,0.41
"Ветчина, рулька, запечённая",191.0,24.39,9.35,0.64
"Ветчина, рулька, постное мясо",125.0,23.79,3.19,0.18
"Ветчина, рулька, постное мясо, запечённая",139.0,26.49,3.68,0.68
"Ветчина, средняя часть",203.0,20.17,12.9,0.05
"Ветчина, средняя часть, по-деревенски, постное мясо",195.0,27.8,8.32,0.3
"Гуляш свиной, консервы",333.0,13.1,29.4,3.9
Желудок свиной,159.0,16.85,10.14,0.0
"Желудок свиной, вареный на медленном огне",157.0,21.4,7.26,0.09
"Завтрак туриста (свинина), консервы",347.0,16.9,31.0,0.2
Кишки свиные,182.0,7.64,16.61,0.0
"Кишки свиные, варёные на медленном огне",233.0,12.49,20.32,0.0
"Колбасный фарш ветчиннорубленный, консервы",234.0,13.2,18.9,2.8
"Колбасный фарш любительский, консервы",313.0,11.0,28.5,3.0
"Колбасный фарш отдельный, консервы",279.0,13.6,23.7,2.9
"Котлеты из свинины рубленые, по 1-440",466.0,13.6,45.7,0.0
"Котлеты отбивные из свинины, по 1-414",470.0,17.5,40.3,8.8
"Кровь свиная, сухая",335.0,83.7,0.0,0.0
Лёгкое свиное,85.0,14.08,2.72,0.0
Легкое свиное,92.0,14.8,3.6,0.0
"Лёгкое свиное, тушеное",99.0,16.6,3.1,0.0
Мозги свиные,127.0,10.28,9.21,0.0
"Мозги свиные, тушеные",138.0,12.14,9.51,0.0
"Мясо в белом соусе, консервы",202.0,18.0,12.8,3.8
Ноги (копытца) свиные,212.0,23.16,12.59,0.0
"Ноги (копытца) свиные, варёные на медленном огне",238.0,21.94,16.05,0.0
Ноги свиные,234.0,23.5,15.6,0.0
"Пельмени жареные, по 2-170",303.0,11.0,22.5,14.1
"Пельмени отварные, по 2-170",219.0,9.9,13.9,13.5
Печень свиная,109.0,18.8,3.8,4.7
"Печень свиная, тушеная",165.0,26.02,4.4,3.76
"Пирожки печеные с мясным фаршем и луком, по 2-188",245.0,12.2,5.7,35.5
"Поджарка из свинины, по 1-406",524.0,15.7,49.3,4.2
Поджелудочная железа свиная,199.0,18.56,13.24,0.0
"Поджелудочная железа свиная, тушеная",219.0,28.5,10.8,0.0
"Поросенок жареный, по 1-400",147.0,26.4,4.5,0.2
Поросятина,109.0,20.6,3.0,0.0
Почки свиные,100.0,16.46,3.25,0.0
"Почки свиные, тушеная",151.0,25.4,4.7,0.0
"Расстегаи с мясом и луком, по 2-194",254.0,12.1,6.4,36.4
Сало свиное с живота сырое,857.0,1.76,94.16,0.0
"Свинина ""по-восточному"", сушеная (дегидрированная)",615.0,11.8,62.4,1.4
Свинина беконная,318.0,17.0,27.8,0.0
"Свинина жареная, по 1-396",314.0,19.6,26.2,0.0
Свинина жирная,491.0,11.7,49.3,0.0
"Свинина жирная, консервы",486.0,11.5,48.9,0.0
"Свинина засоленная, лопатка",269.0,16.47,21.98,0.0
"Свинина засоленная, лопатка, запечённая",287.0,17.28,23.48,0.37
Свинина мясная,357.0,14.3,33.3,0.0
"Свинина отварная, по 1-390",373.0,22.5,31.5,0.0
"Свинина соленая, нарезка для завтрака",388.0,11.74,37.16,0.7
"Свинина тушеная, консервы",349.0,14.9,32.2,0.2
"Свинина тушеная, по 1-422",235.0,9.0,20.4,3.5
"Свинина, верхняя часть окорока",182.0,20.27,10.63,0.0
"Свинина, верхняя часть окорока, запечённая",209.0,27.03,10.32,0.0
"Свинина, верхняя часть окорока, постное мясо",120.0,21.81,2.93,0.0
"Свинина, верхняя часть окорока, постное мясо, запечённая",165.0,28.86,4.62,0.0
"Свинина, верхняя часть филе (карбонат, или котлета свиная)",155.0,21.55,6.94,0.0
"Свинина, верхняя часть филе (карбонат, или котлета свиная), жареная на огне",196.0,26.62,9.14,0.0
"Свинина, верхняя часть филе (карбонат, или котлета свиная), жареная на сковороде",196.0,29.36,7.86,0.0
"Свинина, верхняя часть филе (карбонат, или котлета свиная), постное мясо",127.0,22.41,3.42,0.0
"Свинина, верхняя часть филе (карбонат, или котлета свиная), постное мясо, тушеная",170.0,30.54,4.34,0.0
"Свинина, верхняя часть филе (карбонат, или котлета свиная), только мясо, жареная на огне",173.0,27.58,6.08,0.0
"Свинина, верхняя часть филе (карбонат, или котлета свиная), только мясо, жареная на сковороде",172.0,30.46,4.62,0.0
"Свинина, верхняя часть филе (карбонат, или котлета свиная), тушеная",200.0,29.2,8.31,0.0
"Свинина, верхняя часть филе (карбонат)",166.0,21.34,8.33,0.0
"Свинина, верхняя часть филе (карбонат), запечённая",192.0,26.45,8.82,0.0
"Свинина, верхняя часть филе (карбонат), постное мясо",132.0,22.39,4.06,0.0
"Свинина, верхняя часть филе (карбонат), постное мясо, запечённая",173.0,27.23,6.28,0.0
"Свинина, верхняя часть филе (карбонат), с добавлением раствора",171.0,19.45,10.26,0.0
"Свинина, верхняя часть филе (карбонат), с добавлением раствора, жареная на огне",198.0,28.33,9.42,0.02
"Свинина, верхняя часть филе (карбонат), с добавлением раствора, постное мясо",117.0,21.09,3.48,0.22
"Свинина, верхняя часть филе (карбонат), с добавлением раствора, постное мясо, жареная на огне",170.0,29.65,5.73,0.0
"Свинина, ветчина из плечевой части, постное мясо, запечённая",170.0,24.94,7.04,0.0
"Свинина, ветчина из плечевой части, запечённая",280.0,20.43,21.35,0.0
"Свинина, вырезка",120.0,20.65,3.53,0.0
"Свинина, вырезка, жареная на огне",201.0,29.86,8.11,0.0
"Свинина, вырезка, запечённая",147.0,26.04,3.96,0.0
"Свинина, вырезка, постное мясо",109.0,20.95,2.17,0.0
"Свинина, вырезка, постное мясо, жареная на огне",187.0,30.42,6.33,0.0
"Свинина, вырезка, постное мясо, запечённая",143.0,26.17,3.51,0.0
"Свинина, грудинка мякоть",602.0,8.0,63.3,0.0
"Свинина, грудно-плечевая чать, без костей, мясо с жиром, жареная на огне",162.0,28.47,4.49,0.0
"Свинина, грудно-плечевая чать, без костей, мясо с жиром, сырая",127.0,22.54,3.4,0.0
"Свинина, гуляш (из корейки и лопатки), постное мясо",144.0,21.23,5.88,0.0
"Свинина, гуляш (из корейки и лопатки), постное мясо, приготовленное",211.0,29.47,9.44,0.0
"Свинина, гуляш (из корейки и лопатки), приготовленный",235.0,26.07,13.66,0.0
"Свинина, жир отделённый от ветчины",579.0,5.68,61.41,0.09
"Свинина, жир отделённый от ветчины запечённый",591.0,7.64,61.86,0.0
"Свинина, задняя рулька",193.0,19.87,11.96,0.0
"Свинина, задняя рулька, запечённая",232.0,25.96,13.42,0.0
"Свинина, задняя рулька, постное мясо",119.0,21.66,2.95,0.0
"Свинина, задняя рулька, постное мясо, запечённая",175.0,28.69,5.83,0.0
"Свинина, корейка в целом",198.0,19.74,12.58,0.0
"Свинина, корейка в целом, жареная на огне",242.0,27.32,13.92,0.0
"Свинина, корейка в целом, запечённая",248.0,27.09,14.65,0.0
"Свинина, корейка в целом, постное мясо",143.0,21.43,5.66,0.0
"Свинина, корейка в целом, постное мясо, жареная",204.0,28.57,9.12,0.0
"Свинина, корейка в целом, постное мясо, жареная на огне",210.0,28.57,9.8,0.0
"Свинина, корейка в целом, постное мясо, запечённая",209.0,28.62,9.63,0.0
"Свинина, корейка в целом, тушеная",239.0,27.23,13.62,0.0
"Свинина, корейка мякоть",384.0,13.7,36.5,0.0
"Свинина, кострец",133.0,22.49,4.05,0.0
"Свинина, кострец на кости",168.0,20.48,8.96,0.0
"Свинина, кострец на кости, жареный на огне",222.0,26.96,11.82,0.0
"Свинина, кострец на кости, запечённый",230.0,26.64,12.87,0.0
"Свинина, кострец на кости, постное мясо, жареная на огне",174.0,29.29,5.45,0.0
"Свинина, кострец на кости, постное мясо, запечённый",204.0,27.78,9.44,0.0
"Свинина, кострец на кости, постное мясо, тушеный",195.0,31.0,6.9,0.0
"Свинина, кострец на кости, тушеный",234.0,28.81,12.31,0.0
"Свинина, кострец на кости,, постное мясо",129.0,21.65,4.02,0.0
"Свинина, кострец, жареный на огне",170.0,28.19,5.53,0.0
"Свинина, кострец, запечённый",192.0,29.62,7.32,0.0
"Свинина, кострец, постное мясо, жареный на огне",161.0,28.6,4.36,0.0
"Свинина, кострец, постное мясо, запечённый",178.0,30.39,5.31,0.0
"Свинина, кострец, постное мясо, сырая",121.0,22.81,2.59,0.0
"Свинина, кострец, постное мясо, тушеный",163.0,28.75,4.5,0.0
"Свинина, кострец, тушеный",171.0,28.41,5.47,0.0
"Свинина, котлетное мясо",421.0,11.4,41.7,0.0
"Свинина, лопатка бескостная",186.0,17.42,12.36,0.0
"Свинина, лопатка бескостная, жареная на огне",259.0,25.58,16.61,0.0
"Свинина, лопатка бескостная, запечённая",269.0,23.11,18.86,0.0
"Свинина, лопатка бескостная, постное мясо",132.0,18.73,5.71,0.0
"Свинина, лопатка бескостная, постное мясо, жареная на огне",227.0,26.74,12.54,0.0
"Свинина, лопатка бескостная, постное мясо, запечённая",232.0,24.21,14.3,0.0
"Свинина, лопатка бескостная, постное мясо, тушеная",233.0,26.57,13.2,0.0
"Свинина, лопатка бескостная, тушеная",267.0,25.07,17.69,0.0
"Свинина, лопаточная часть",325.0,14.7,29.4,0.0
"Свинина, лопаточная часть корейки без кости",157.0,20.54,7.94,0.76
"Свинина, лопаточная часть корейки без кости, жареная на огне",202.0,24.73,11.13,0.83
"Свинина, лопаточная часть корейки без кости, запечённая",199.0,26.48,10.32,0.0
"Свинина, лопаточная часть корейки без кости, постное мясо",123.0,21.35,3.78,0.82
"Свинина, лопаточная часть корейки без кости, постное мясо, жареное на огне",169.0,26.14,6.74,0.89
"Свинина, лопаточная часть корейки без кости, постное мясо, запеченное",175.0,27.58,7.14,0.0
"Свинина, лопаточная часть корейки на кости",194.0,19.56,12.27,0.0
"Свинина, лопаточная часть корейки на кости, постное мясо",143.0,21.22,5.84,0.0
"Свинина, лопаточная часть корейки на кости, жареная на огне",231.0,23.72,14.35,0.0
"Свинина, лопаточная часть корейки на кости, запеченная",254.0,24.29,16.71,0.0
"Свинина, лопаточная часть корейки на кости, отдельно мясо и жир, жареная на сковороде",256.0,25.02,16.56,0.0
"Свинина, лопаточная часть корейки на кости, постное мясо, жареная на огне",193.0,24.99,9.56,0.0
"Свинина, лопаточная часть корейки на кости, постное мясо, жареная на сковороде",222.0,26.38,12.14,0.0
"Свинина, лопаточная часть корейки на кости, постное мясо, запеченная",217.0,25.7,11.89,0.0
"Свинина, лопаточная часть корейки на кости, постное мясо, тушеная",222.0,28.02,11.29,0.0
"Свинина, лопаточная часть корейки на кости, тушеная",255.0,26.54,15.71,0.0
"Свинина, лопаточная часть, запечённая",292.0,23.28,21.39,0.0
"Свинина, лопаточная часть, постное мясо",148.0,19.55,7.14,0.0
"Свинина, лопаточная часть, постное мясо, запечённая",230.0,25.33,13.54,0.0
"Свинина, маринованная рулька",171.0,19.11,10.54,0.0
"Свинина, мякоть окорока, тушеная",156.0,31.11,2.56,0.0
"Свинина, мясо с рёбер средней части",211.0,19.9,14.01,0.0
"Свинина, мясо с рёбер средней части, жареное на огне",260.0,27.63,15.76,0.0
"Свинина, мясо с рёбер средней части, жареное на сковороде",256.0,26.81,15.71,0.0
"Свинина, мясо с рёбер средней части, запечённое",252.0,26.99,15.15,0.0
"Свинина, мясо с рёбер средней части, тушеное",255.0,26.29,15.79,0.0
"Свинина, нарезаная кусками (ноги, филе, лопатки и ребра), мясо вместе с жиром",211.0,18.22,14.79,0.0
"Свинина, окорок",333.0,15.0,30.3,0.0
"Свинина, окорок в целом",245.0,17.43,18.87,0.0
"Свинина, окорок в целом, запечённый",273.0,26.83,17.61,0.0
"Свинина, окорок в целом, постное мясо",136.0,20.48,5.41,0.0
"Свинина, окорок в целом, постное мясо, запечённый",211.0,29.41,9.44,0.0
"Свинина, окорок, без костей, мясо с жиром, сырая",113.0,22.88,1.71,0.0
"Свинина, пашина (брюшина)",518.0,9.34,53.01,0.0
"Свинина, плечевая часть",193.0,18.71,12.51,0.0
"Свинина, плечевая часть, запечённая",317.0,23.47,24.01,0.0
"Свинина, плечевая часть, постное мясо, запечённая",228.0,26.68,12.62,0.0
"Свинина, плечевая часть, постное мясо, тушеная",194.0,26.76,8.87,0.0
"Свинина, плечевая часть, тушеная",235.0,24.88,14.33,0.0
"Свинина, поджарка (из ноги, филе, лопатки и ребрышек)",216.0,18.95,14.95,0.0
"Свинина, поджарка (из ноги, филе, лопатки и ребрышек), приготовленная",238.0,26.36,13.89,0.0
"Свинина, поджарка (из окорока, филе и лопатки), постное мясо",134.0,21.2,4.86,0.0
"Свинина, поджарка(из ноги, филе, лопатки), постное мясо, приготовленная",201.0,27.51,9.21,0.0
"Свинина, подлопаточная часть",128.0,21.65,3.91,0.0
"Свинина, подлопаточная часть, жареная на огне",155.0,27.47,4.23,0.0
"Свинина, постное мясо с рёбер средней части",152.0,21.8,6.48,0.0
"Свинина, постное мясо с рёбер средней части, жареное на огне на огне",216.0,29.46,10.05,0.0
"Свинина, постное мясо с рёбер средней части, жареное на сковороде",224.0,27.68,11.8,0.0
"Свинина, постное мясо с рёбер средней части, запечённое",214.0,28.81,10.13,0.0
"Свинина, постное мясо с рёбер средней части, тушеное",211.0,27.95,10.14,0.0
"Свинина, рёбра с грудинки с тонким слоем мяса",277.0,15.47,23.4,0.0
"Свинина, рёбра с грудинки с тонким слоем мяса, запечённые",361.0,20.89,30.86,0.0
"Свинина, рёбра с грудинки с тонким слоем мяса, тушеные",397.0,29.06,30.3,0.0
"Свинина, рёбра с лопаточной части",189.0,19.34,11.82,0.0
"Свинина, рёбра с лопаточной части без кости, жареные на огне",247.0,26.28,15.73,0.0
"Свинина, рёбра с лопаточной части без кости, запечённые",270.0,26.4,18.31,0.0
"Свинина, рёбра с лопаточной части, жареные на огне",260.0,25.58,17.56,0.0
"Свинина, рёбра с лопаточной части, запечённые",359.0,21.75,29.46,0.0
"Свинина, рёбра с лопаточной части, постное мясо",140.0,20.76,5.64,0.0
"Свинина, рёбра с лопаточной части, постное мясо, на кости, жареные на огне",216.0,27.83,11.65,0.0
"Свинина, рёбра с лопаточной части, постное мясо, на кости, запечённые",227.0,29.2,11.38,0.0
"Свинина, рёбра с лопаточной части, постное мясо, тушеные",247.0,27.74,14.26,0.0
"Свинина, рёбра с лопаточной части, только мясо без костей, жареные на огне",216.0,27.83,11.65,0.0
"Свинина, рёбра с лопаточной части, только мясо, без костей, запечённые",219.0,29.2,11.38,0.0
"Свинина, рёбра с лопаточной части, тушеные",273.0,26.49,17.71,0.0
"Свинина, рёбра со спины",224.0,19.07,16.33,0.0
"Свинина, рёбра со спины, запечённые",292.0,23.01,21.51,0.0
"Свинина, рёбра со спины, на кости, только мясо",172.0,20.85,9.84,0.0
"Свинина, рёбра со спины, на кости, только мясо, запечённое",255.0,24.15,17.65,0.0
"Свинина, рёбра средней части с мясом",186.0,20.28,11.04,0.0
"Свинина, рёбра средней части с мясом, жареные на огне на огне",222.0,24.42,13.04,0.0
"Свинина, рёбра средней части с мясом, запечённые",248.0,26.99,14.68,0.0
"Свинина, рёбра средней части с мясом, постное мясо",136.0,21.79,4.8,0.0
"Свинина, рёбра средней части с мясом, постное мясо, жареная на огне",186.0,25.79,8.36,0.0
"Свинина, рёбра средней части с мясом, постное мясо, жаренные на сковороде",211.0,28.84,9.73,0.0
"Свинина, рёбра средней части с мясом, постное мясо, запечённые",206.0,28.82,9.21,0.0
"Свинина, рёбра средней части с мясом, постное мясо, тушеное",208.0,29.03,9.32,0.0
"Свинина, рёбра средней части с мясом, тушеные",261.0,26.66,16.28,0.0
